name,online_order,book_table,rate,votes,location,approx_cost(for two people),listed_in(type),listed_in(city)
"A3 Nuwang Kitchen","Yes","No",3.7,42,"Ejipura",300,"Dine-out","Koramangala 5th Block"
"DeliToons","No","No",4,126,"Koramangala 6th Block",300,"Dine-out","Koramangala 5th Block"
"Mr. Meow's Hotdogs","No","No",3.5,7,"Koramangala 6th Block",300,"Dine-out","Koramangala 5th Block"
"Shahi Darbar","Yes","No",3.2,5,"Ejipura",300,"Dine-out","Koramangala 5th Block"
"Pathaan Sir","Yes","No",3.8,132,"Koramangala 7th Block",300,"Dine-out","Koramangala 5th Block"
"Navya Foods","Yes","No",3.4,7,"HSR",300,"Dine-out","Koramangala 5th Block"
"Indian Chicken Biryani Point","Yes","No",3.3,9,"Richmond Road",300,"Dine-out","Koramangala 5th Block"
"Nandhanam Restaurant","Yes","No",3.8,8,"HSR",300,"Dine-out","Koramangala 5th Block"
"Gangothri Veg Restaurant","Yes","No",3.7,93,"Koramangala 6th Block",300,"Dine-out","Koramangala 6th Block"
"Khatta Meetha Teekha","Yes","No",4.3,193,"Koramangala 6th Block",300,"Dine-out","Koramangala 6th Block"
"Delite Chaat House","Yes","No",3.9,503,"Koramangala 6th Block",300,"Dine-out","Koramangala 6th Block"
"Sri Krishna Sagar","Yes","No",3.9,44,"Koramangala 6th Block",300,"Dine-out","Koramangala 6th Block"
"Five Star Chicken","No","No",2.7,45,"Koramangala 6th Block",300,"Dine-out","Koramangala 6th Block"
"Paratha Singh Pakora King","Yes","No",3.7,36,"Koramangala 6th Block",300,"Dine-out","Koramangala 6th Block"
"DeliToons","No","No",4,126,"Koramangala 6th Block",300,"Dine-out","Koramangala 6th Block"
"Mr. Meow's Hotdogs","No","No",3.5,7,"Koramangala 6th Block",300,"Dine-out","Koramangala 6th Block"
"Polamma's Mess","No","No",3.8,26,"Koramangala 7th Block",300,"Dine-out","Koramangala 6th Block"
"North Indian And Bengali Mess","No","No",3.7,34,"Koramangala 5th Block",300,"Dine-out","Koramangala 6th Block"
"Selfie Cafe","No","No",3.7,19,"Koramangala 7th Block",300,"Dine-out","Koramangala 6th Block"
"Om's Cafe Prana","No","No",3.6,17,"Koramangala 7th Block",300,"Dine-out","Koramangala 6th Block"
"Habibi Falafel","Yes","No",4.3,220,"Koramangala 1st Block",300,"Dine-out","Koramangala 6th Block"
"Gods Own Cafe","Yes","No",4.4,384,"Koramangala 7th Block",300,"Dine-out","Koramangala 6th Block"
"Bharat Kitchen","Yes","No",3.7,21,"Koramangala 1st Block",300,"Dine-out","Koramangala 6th Block"
"Chaska Bun","Yes","No",4.2,166,"Koramangala 5th Block",300,"Dine-out","Koramangala 6th Block"
"Under The Hood","Yes","No",4,76,"Koramangala 1st Block",300,"Dine-out","Koramangala 6th Block"
"Guns N Roses","Yes","No",3.6,23,"Ejipura",300,"Dine-out","Koramangala 6th Block"
"Sagar Fast Food","Yes","No",4,76,"Koramangala 3rd Block",300,"Dine-out","Koramangala 6th Block"
"Udupi Upahar","No","No",3.6,16,"Koramangala 7th Block",300,"Dine-out","Koramangala 6th Block"
"A3 Nuwang Kitchen","Yes","No",3.7,42,"Ejipura",300,"Dine-out","Koramangala 6th Block"
"Pappu Chaiwalla","Yes","No",3.5,10,"Koramangala 7th Block",300,"Dine-out","Koramangala 6th Block"
"The Kitchen","Yes","No",3.6,9,"Koramangala 1st Block",300,"Dine-out","Koramangala 6th Block"
"Ganesh Restaurant","Yes","No",3.7,51,"Koramangala 5th Block",300,"Dine-out","Koramangala 6th Block"
"Chapati House","Yes","No",3.9,34,"Ejipura",300,"Dine-out","Koramangala 6th Block"
"Chowpatty","Yes","No",3.6,95,"Koramangala 1st Block",300,"Dine-out","Koramangala 6th Block"
"Golden China","Yes","No",3.6,23,"Koramangala 1st Block",300,"Dine-out","Koramangala 6th Block"
"Ghee Positive","Yes","No",3.8,48,"Koramangala 8th Block",300,"Dine-out","Koramangala 6th Block"
"Mangala Hotel","Yes","No",3.6,97,"Koramangala 1st Block",300,"Dine-out","Koramangala 6th Block"
"Subham Pal Kitchen","Yes","No",3.3,10,"Koramangala 1st Block",300,"Dine-out","Koramangala 6th Block"
"Peppers","Yes","No",2.8,94,"Ejipura",300,"Dine-out","Koramangala 6th Block"
"Rolls On Wheels","No","No",2.6,153,"Koramangala 1st Block",300,"Dine-out","Koramangala 6th Block"
"Village Donne Biryani","Yes","No",3.3,50,"Koramangala 5th Block",300,"Dine-out","Koramangala 6th Block"
"Litti Twist","Yes","No",4.2,106,"Hosur Road",300,"Dine-out","Koramangala 6th Block"
"New Mangalore Lunch Home","Yes","No",3.8,37,"Koramangala 1st Block",300,"Dine-out","Koramangala 6th Block"
"Jeevika Donne Biryani","No","No",3.4,8,"Koramangala 8th Block",300,"Dine-out","Koramangala 6th Block"
"Kinpeetos","Yes","No",3.9,64,"Koramangala 5th Block",300,"Dine-out","Koramangala 6th Block"
"Udupi Grand","No","No",2.8,64,"Koramangala 7th Block",300,"Dine-out","Koramangala 6th Block"
"Kor Cafe","Yes","No",3.8,36,"Koramangala 1st Block",300,"Dine-out","Koramangala 6th Block"
"C Kosila Kitchen","Yes","No",3.1,8,"Ejipura",300,"Dine-out","Koramangala 6th Block"
"Desi Dhaba","No","No",3.7,35,"Koramangala 7th Block",300,"Dine-out","Koramangala 6th Block"
"Food And You","No","No",3.8,89,"Koramangala 5th Block",300,"Dine-out","Koramangala 6th Block"
"Maa Durga Fast Food","Yes","No",3.6,21,"Koramangala 8th Block",300,"Dine-out","Koramangala 6th Block"
"Sri Krishna Sagar","No","No",3.6,13,"Koramangala 7th Block",300,"Dine-out","Koramangala 6th Block"
"Ascharya Hotel","Yes","No",3.4,11,"Koramangala 5th Block",300,"Dine-out","Koramangala 6th Block"
"Shahi Darbar","Yes","No",3.2,5,"Ejipura",300,"Dine-out","Koramangala 6th Block"
"Udupi Upahara","No","No",3.6,47,"Koramangala 1st Block",300,"Dine-out","Koramangala 6th Block"
"Falafel's - The Lebanese Haus","No","No",2.9,53,"Koramangala 7th Block",300,"Dine-out","Koramangala 6th Block"
"Rolls On Wheel","No","No",3,18,"Koramangala 5th Block",300,"Dine-out","Koramangala 6th Block"
"Pathaan Sir","Yes","No",3.8,132,"Koramangala 7th Block",300,"Dine-out","Koramangala 6th Block"
"Navya Foods","Yes","No",3.4,8,"HSR",300,"Dine-out","Koramangala 6th Block"
"Indian Chicken Biryani Point","Yes","No",3.3,9,"Richmond Road",300,"Dine-out","Koramangala 6th Block"
"Nandhanam Restaurant","Yes","No",3.8,8,"HSR",300,"Dine-out","Koramangala 6th Block"
"Polamma's Mess","No","No",3.8,26,"Koramangala 7th Block",300,"Dine-out","Koramangala 7th Block"
"Selfie Cafe","No","No",3.7,19,"Koramangala 7th Block",300,"Dine-out","Koramangala 7th Block"
"Om's Cafe Prana","No","No",3.6,17,"Koramangala 7th Block",300,"Dine-out","Koramangala 7th Block"
"Gods Own Cafe","Yes","No",4.4,384,"Koramangala 7th Block",300,"Dine-out","Koramangala 7th Block"
"Udupi Upahar","No","No",3.6,16,"Koramangala 7th Block",300,"Dine-out","Koramangala 7th Block"
"Pappu Chaiwalla","Yes","No",3.5,10,"Koramangala 7th Block",300,"Dine-out","Koramangala 7th Block"
"Udupi Grand","No","No",2.8,64,"Koramangala 7th Block",300,"Dine-out","Koramangala 7th Block"
"Desi Dhaba","No","No",3.7,35,"Koramangala 7th Block",300,"Dine-out","Koramangala 7th Block"
"Sri Krishna Sagar","No","No",3.6,13,"Koramangala 7th Block",300,"Dine-out","Koramangala 7th Block"
"Falafel's - The Lebanese Haus","No","No",2.9,53,"Koramangala 7th Block",300,"Dine-out","Koramangala 7th Block"
"Pathaan Sir","Yes","No",3.8,132,"Koramangala 7th Block",300,"Dine-out","Koramangala 7th Block"
"North Indian And Bengali Mess","No","No",3.7,34,"Koramangala 5th Block",300,"Dine-out","Koramangala 7th Block"
"Gangothri Veg Restaurant","Yes","No",3.7,93,"Koramangala 6th Block",300,"Dine-out","Koramangala 7th Block"
"Khatta Meetha Teekha","Yes","No",4.3,194,"Koramangala 6th Block",300,"Dine-out","Koramangala 7th Block"
"Chaska Bun","Yes","No",4.2,166,"Koramangala 5th Block",300,"Dine-out","Koramangala 7th Block"
"Guns N Roses","Yes","No",3.7,23,"Ejipura",300,"Dine-out","Koramangala 7th Block"
"Delite Chaat House","Yes","No",3.9,503,"Koramangala 6th Block",300,"Dine-out","Koramangala 7th Block"
"Sagar Fast Food","Yes","No",3.9,76,"Koramangala 3rd Block",300,"Dine-out","Koramangala 7th Block"
"Taste of Nepal","Yes","No",3.5,26,"Koramangala 8th Block",300,"Dine-out","Koramangala 7th Block"
"Sri Krishna Sagar","Yes","No",3.9,44,"Koramangala 6th Block",300,"Dine-out","Koramangala 7th Block"
"A3 Nuwang Kitchen","Yes","No",3.7,42,"Ejipura",300,"Dine-out","Koramangala 7th Block"
"Ganesh Restaurant","Yes","No",3.7,51,"Koramangala 5th Block",300,"Dine-out","Koramangala 7th Block"
"Chapati House","Yes","No",3.9,34,"Ejipura",300,"Dine-out","Koramangala 7th Block"
"Ghee Positive","Yes","No",3.8,48,"Koramangala 8th Block",300,"Dine-out","Koramangala 7th Block"
"Five Star Chicken","No","No",2.7,45,"Koramangala 6th Block",300,"Dine-out","Koramangala 7th Block"
"Peppers","Yes","No",2.8,94,"Ejipura",300,"Dine-out","Koramangala 7th Block"
"Village Donne Biryani","Yes","No",3.3,50,"Koramangala 5th Block",300,"Dine-out","Koramangala 7th Block"
"Litti Twist","Yes","No",4.2,106,"Hosur Road",300,"Dine-out","Koramangala 7th Block"
"Kinpeetos","Yes","No",3.9,64,"Koramangala 5th Block",300,"Dine-out","Koramangala 7th Block"
"Paratha Singh Pakora King","Yes","No",3.7,36,"Koramangala 6th Block",300,"Dine-out","Koramangala 7th Block"
"C Kosila Kitchen","Yes","No",3.1,8,"Ejipura",300,"Dine-out","Koramangala 7th Block"
"Food And You","No","No",3.8,89,"Koramangala 5th Block",300,"Dine-out","Koramangala 7th Block"
"Ascharya Hotel","Yes","No",3.4,11,"Koramangala 5th Block",300,"Dine-out","Koramangala 7th Block"
"Shahi Darbar","Yes","No",3.2,5,"Ejipura",300,"Dine-out","Koramangala 7th Block"
"DeliToons","No","No",4,126,"Koramangala 6th Block",300,"Dine-out","Koramangala 7th Block"
"Rolls On Wheel","No","No",3,18,"Koramangala 5th Block",300,"Dine-out","Koramangala 7th Block"
"Mr. Meow's Hotdogs","No","No",3.5,7,"Koramangala 6th Block",300,"Dine-out","Koramangala 7th Block"
"Habibi Falafel","Yes","No",4.3,221,"Koramangala 1st Block",300,"Dine-out","Koramangala 7th Block"
"Navya Foods","Yes","No",3.4,8,"HSR",300,"Dine-out","Koramangala 7th Block"
"Under The Hood","Yes","No",4,76,"Koramangala 1st Block",300,"Dine-out","Koramangala 7th Block"
"Indian Chicken Biryani Point","Yes","No",3.3,9,"Richmond Road",300,"Dine-out","Koramangala 7th Block"
"Srinivasa Mess","Yes","No",3.7,34,"Wilson Garden",300,"Dine-out","Koramangala 7th Block"
"Golden China","Yes","No",3.6,23,"Koramangala 1st Block",300,"Dine-out","Koramangala 7th Block"
"Upahara Sagar","No","No",2.9,25,"Jayanagar",300,"Dine-out","Koramangala 7th Block"
"Subham Pal Kitchen","Yes","No",3.3,10,"Koramangala 1st Block",300,"Dine-out","Koramangala 7th Block"
"Vijaya Sagar","No","No",3.6,15,"Wilson Garden",300,"Dine-out","Koramangala 7th Block"
"Kor Cafe","Yes","No",3.8,36,"Koramangala 1st Block",300,"Dine-out","Koramangala 7th Block"
"Chef Master","Yes","No",3.8,76,"Jayanagar",300,"Dine-out","Koramangala 7th Block"
"Udupi Upahara","No","No",3.6,47,"Koramangala 1st Block",300,"Dine-out","Koramangala 7th Block"
"Royal India Kabab Corner","No","No",3.1,8,"Wilson Garden",300,"Dine-out","Koramangala 7th Block"
"Donne Biryani Mane","Yes","No",3.2,7,"Wilson Garden",300,"Dine-out","Koramangala 7th Block"
"Kolkata Restaurant","No","No",3,7,"Jayanagar",300,"Dine-out","Koramangala 7th Block"
"MTR 1924","No","No",4.2,700,"St. Marks Road",300,"Dine-out","Lavelle Road"
"Kaulige Millet Corner","Yes","No",4,32,"Brigade Road",300,"Dine-out","Lavelle Road"
"Desi Inn","Yes","No",3.5,13,"Shanti Nagar",300,"Dine-out","Lavelle Road"
"CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© MH-28","Yes","No",3.4,9,"Shivajinagar",300,"Dine-out","Lavelle Road"
"Tewari Bros Mithai Shoppie","Yes","No",3.8,59,"Commercial Street",300,"Dine-out","Lavelle Road"
"Haldiram's Express","Yes","No",3.6,44,"Brigade Road",300,"Dine-out","Lavelle Road"
"Barista","No","No",3.7,35,"Shanti Nagar",300,"Dine-out","Lavelle Road"
"The Perfect Stop","No","No",3.5,11,"Shanti Nagar",300,"Dine-out","Lavelle Road"
"Malabar Kitchen","Yes","No",3.2,5,"Commercial Street",300,"Dine-out","Lavelle Road"
"Bhagatram Sweets","No","No",3.4,225,"Commercial Street",300,"Dine-out","Lavelle Road"
"99 Pancakes","Yes","No",4.1,45,"Church Street",300,"Dine-out","Lavelle Road"
"Kentacky Chicken Corner","No","No",4,106,"Richmond Road",300,"Dine-out","Lavelle Road"
"Northern Route","Yes","No",4.1,161,"St. Marks Road",300,"Dine-out","Lavelle Road"
"Nisarga Garden","No","No",4,90,"Infantry Road",300,"Dine-out","Lavelle Road"
"Koshy's","No","No",3.6,53,"Richmond Road",300,"Dine-out","Lavelle Road"
"Taste Of Tibet","No","No",4.1,341,"Brigade Road",300,"Dine-out","Lavelle Road"
"Fatima Bakery","No","No",3.7,14,"Richmond Road",300,"Dine-out","Lavelle Road"
"Shivajinagar Gardi Ustad Pehlwan Kale Bhai Biryani","No","No",3.6,26,"Shivajinagar",300,"Dine-out","Lavelle Road"
"Adda","No","No",3.3,5,"Shanti Nagar",300,"Dine-out","Lavelle Road"
"New Udupi Upahar","No","No",3.1,7,"Richmond Road",300,"Dine-out","Lavelle Road"
"Platter","Yes","No",2.9,25,"Residency Road",300,"Dine-out","Lavelle Road"
"Hushy's Kitchen","Yes","No",3.5,58,"Shanti Nagar",300,"Dine-out","Lavelle Road"
"Ultra Biriyani Paradise","No","No",3.3,9,"Shanti Nagar",300,"Dine-out","Lavelle Road"
"Hotel Ramprasad","Yes","No",4.2,94,"Brigade Road",300,"Dine-out","Lavelle Road"
"Gundappa Donne Biryani","No","No",3.7,163,"St. Marks Road",300,"Dine-out","Lavelle Road"
"Roll Er Dokaan","Yes","No",3.3,19,"Brigade Road",300,"Dine-out","Lavelle Road"
"Chaitanya Veg","Yes","No",3.2,5,"Shivajinagar",300,"Dine-out","Lavelle Road"
"New Arya Bhavan","No","No",3.1,23,"MG Road",300,"Dine-out","Lavelle Road"
"Indy's Comfort Food","No","No",4.1,399,"Shivajinagar",300,"Dine-out","Lavelle Road"
"Rolls On Wheels","No","No",3.5,45,"Brigade Road",300,"Dine-out","Lavelle Road"
"R S Lunch Home","No","No",3.4,11,"Shanti Nagar",300,"Dine-out","Lavelle Road"
"Sagar Chats","No","No",3.8,38,"Commercial Street",300,"Dine-out","Lavelle Road"
"Bangalore Bytes","Yes","No",3.5,121,"Brigade Road",300,"Dine-out","Lavelle Road"
"Caffe Maven","Yes","No",3.6,26,"Residency Road",300,"Dine-out","Lavelle Road"
"Step Right Up","Yes","No",4.1,159,"Vasanth Nagar",300,"Dine-out","Lavelle Road"
"Srinivasa Mess","Yes","No",3.7,34,"Wilson Garden",300,"Dine-out","Lavelle Road"
"Arya Bhavan Sweets","Yes","No",3.2,9,"Vasanth Nagar",300,"Dine-out","Lavelle Road"
"Mummy Dhaba","Yes","No",3.4,48,"Ulsoor",300,"Dine-out","Lavelle Road"
"Donne Biryani Hatti","Yes","No",3.6,28,"Vasanth Nagar",300,"Dine-out","Lavelle Road"
"Halli Mane","Yes","No",3.2,5,"Majestic",300,"Dine-out","Lavelle Road"
"Five Star Chicken","Yes","No",3.3,36,"Vasanth Nagar",300,"Dine-out","Lavelle Road"
"Sri Ayodhya Veg","No","No",3.6,24,"Vasanth Nagar",300,"Dine-out","Lavelle Road"
"Jigarthanda","No","No",3.5,17,"Malleshwaram",300,"Dine-out","Malleshwaram"
"Mavalli Tiffin Room (MTR)","No","No",4.3,354,"Malleshwaram",300,"Dine-out","Malleshwaram"
"Dhanalakshmi Grand","Yes","No",4,71,"Malleshwaram",300,"Dine-out","Malleshwaram"
"Karavali Lunch Home","Yes","No",4,172,"Malleshwaram",300,"Dine-out","Malleshwaram"
"Amrut","Yes","No",3.5,250,"Malleshwaram",300,"Dine-out","Malleshwaram"
"Oyalo","Yes","No",3.2,8,"Malleshwaram",300,"Dine-out","Malleshwaram"
"LV Venkateshwara Jolada Rotti Oota","Yes","No",3.9,33,"Malleshwaram",300,"Dine-out","Malleshwaram"
"Donne Biryani House","Yes","No",3.8,59,"Malleshwaram",300,"Dine-out","Malleshwaram"
"Veg By Nature","No","No",2.9,57,"Malleshwaram",300,"Dine-out","Malleshwaram"
"Dhadoom","Yes","No",4,58,"Malleshwaram",300,"Dine-out","Malleshwaram"
"Srushti Coffee","Yes","No",3.4,9,"Malleshwaram",300,"Dine-out","Malleshwaram"
"Falafel's - The Lebanese Haus","No","No",3.9,47,"Malleshwaram",300,"Dine-out","Malleshwaram"
"RR Biriyani","No","No",3.7,21,"Malleshwaram",300,"Dine-out","Malleshwaram"
"Five Star Chicken","Yes","No",2.8,44,"Malleshwaram",300,"Dine-out","Malleshwaram"
"The Higher Taste Stores","Yes","No",3.8,120,"Malleshwaram",300,"Dine-out","Malleshwaram"
"Upsouth","Yes","No",4.2,466,"Malleshwaram",300,"Dine-out","Malleshwaram"
"Maiyas","Yes","No",3.9,291,"Malleshwaram",300,"Dine-out","Malleshwaram"
"Gowdara Hatti","Yes","No",3.7,29,"Malleshwaram",300,"Dine-out","Malleshwaram"
"Aahara Vihar","No","No",3.5,13,"Malleshwaram",300,"Dine-out","Malleshwaram"
"Coastal Express","Yes","No",3.4,35,"Malleshwaram",300,"Dine-out","Malleshwaram"
"Sizzling China","Yes","No",2.9,23,"Malleshwaram",300,"Dine-out","Malleshwaram"
"Mom's Rasoi","No","No",3.5,14,"Malleshwaram",300,"Dine-out","Malleshwaram"
"StikSnax","No","No",2.6,19,"Malleshwaram",300,"Dine-out","Malleshwaram"
"Prashanth Grand","No","No",2.9,14,"Seshadripuram",300,"Dine-out","Malleshwaram"
"HVR Veg","Yes","No",4.5,96,"Seshadripuram",300,"Dine-out","Malleshwaram"
"Gundappa Donne Biryani","Yes","No",3.8,177,"Seshadripuram",300,"Dine-out","Malleshwaram"
"Priyadarshini Veg","No","No",3.9,156,"Yeshwantpur",300,"Dine-out","Malleshwaram"
"Prashanth Naati Corner","Yes","No",3.5,10,"Yelahanka",300,"Dine-out","Malleshwaram"
"Fishing Boat","Yes","No",4,89,"Yeshwantpur",300,"Dine-out","Malleshwaram"
"Sri Maruthi Miltry Hotel","Yes","No",3.8,94,"Rajajinagar",300,"Dine-out","Malleshwaram"
"Prakriti Delux","Yes","No",3.9,51,"Rajajinagar",300,"Dine-out","Malleshwaram"
"Hotel Savaji's","No","No",3.5,36,"Rajajinagar",300,"Dine-out","Malleshwaram"
"Sri Durga Grand","No","No",3.3,5,"Rajajinagar",300,"Dine-out","Malleshwaram"
"Indira Canteen","No","No",3.3,5,"Rajajinagar",300,"Dine-out","Malleshwaram"
"New Sagar Fast Food","No","No",3.6,21,"Rajajinagar",300,"Dine-out","Malleshwaram"
"Aramane Restaurant","Yes","No",3,75,"Rajajinagar",300,"Dine-out","Malleshwaram"
"Indian Chicken Biryani Point","No","No",3.3,5,"Rajajinagar",300,"Dine-out","Malleshwaram"
"Shree Guru Sagar Fast Food","Yes","No",3.6,28,"Rajajinagar",300,"Dine-out","Malleshwaram"
"Chickz N Cheez","Yes","No",3.4,22,"Rajajinagar",300,"Dine-out","Malleshwaram"
"Chai Mania","Yes","No",2.8,67,"Marathahalli",300,"Dine-out","Marathahalli"
"Kerala Mess","No","No",3.2,8,"Marathahalli",300,"Dine-out","Marathahalli"
"Best Of Bengal","Yes","No",3.8,232,"Marathahalli",300,"Dine-out","Marathahalli"
"Punjabi Twist","Yes","No",4.2,220,"Marathahalli",300,"Dine-out","Marathahalli"
"Chatora","Yes","No",3.4,115,"Marathahalli",300,"Dine-out","Marathahalli"
"Aashirvaad Restaurant","Yes","No",3.1,253,"Marathahalli",300,"Dine-out","Marathahalli"
"The Grains","Yes","No",3.6,13,"Marathahalli",300,"Dine-out","Marathahalli"
"Cafe Petu","Yes","No",3.8,374,"Marathahalli",300,"Dine-out","Marathahalli"
"Ashirvad Veg","No","No",3.4,9,"Marathahalli",300,"Dine-out","Marathahalli"
"Rajwada Food","Yes","No",3,22,"Marathahalli",300,"Dine-out","Marathahalli"
"Kudil Kerala Kitchen","Yes","No",3.8,49,"Marathahalli",300,"Dine-out","Marathahalli"
"Delhi Walle","Yes","No",3.9,632,"Marathahalli",300,"Dine-out","Marathahalli"
"Sukhi Bhava","Yes","No",3.6,22,"Marathahalli",300,"Dine-out","Marathahalli"
"Keerthi Restaurant Andhra Style","Yes","No",3.3,8,"Marathahalli",300,"Dine-out","Marathahalli"
"Five Star Chicken","No","No",2.9,49,"Marathahalli",300,"Dine-out","Marathahalli"
"Palos","Yes","No",3.3,49,"Marathahalli",300,"Dine-out","Marathahalli"
"Bengaluru's Biryanis Paradise","No","No",3.7,26,"Marathahalli",300,"Dine-out","Marathahalli"
"Ashirvad Resturant","No","No",3.2,7,"Marathahalli",300,"Dine-out","Marathahalli"
"The London Shakes","Yes","No",4.1,59,"Marathahalli",300,"Dine-out","Marathahalli"
"New Udupi Upahar","Yes","No",3.8,41,"Marathahalli",300,"Dine-out","Marathahalli"
"BITEBOX","Yes","No",4.5,157,"Marathahalli",300,"Dine-out","Marathahalli"
"Bengaluru Square","No","No",3.5,25,"Marathahalli",300,"Dine-out","Marathahalli"
"Swad-Deshi Restaurant","Yes","No",3.5,13,"Marathahalli",300,"Dine-out","Marathahalli"
"Chai Darbaar","Yes","No",3.1,7,"Marathahalli",300,"Dine-out","Marathahalli"
"Food Zone","Yes","No",3.4,313,"Marathahalli",300,"Dine-out","Marathahalli"
"Prajwal The Restaurant","Yes","No",3.5,47,"Marathahalli",300,"Dine-out","Marathahalli"
"Laziz","No","No",3.9,56,"Marathahalli",300,"Dine-out","Marathahalli"
"Desi Vibes","No","No",2.9,11,"Marathahalli",300,"Dine-out","Marathahalli"
"Swadist Restaurant","No","No",3.4,16,"Marathahalli",300,"Dine-out","Marathahalli"
"Ambur Hot Dum Biryani","No","No",3.4,7,"Marathahalli",300,"Dine-out","Marathahalli"
"Happy Eat","Yes","No",3.3,88,"Marathahalli",300,"Dine-out","Marathahalli"
"Jiyan Swadista","Yes","No",3.4,10,"Marathahalli",300,"Dine-out","Marathahalli"
"Park N Eat","Yes","No",3.7,18,"Marathahalli",300,"Dine-out","Marathahalli"
"Chakh Le India","Yes","No",3.1,93,"Marathahalli",300,"Dine-out","Marathahalli"
"Maashpacheez","Yes","No",3.5,17,"Marathahalli",300,"Dine-out","Marathahalli"
"The Grilled & Fried","Yes","No",2.8,53,"Marathahalli",300,"Dine-out","Marathahalli"
"Dil Punjabi","Yes","No",2.6,159,"Marathahalli",300,"Dine-out","Marathahalli"
"Chai Galli","Yes","No",4.1,825,"Brookefield",300,"Dine-out","Marathahalli"
"Abhiruchi Andhra Mess","Yes","No",3.2,50,"Whitefield",300,"Dine-out","Marathahalli"
"Litti House","Yes","No",3.9,198,"Brookefield",300,"Dine-out","Marathahalli"
"HomelyDelight","Yes","No",3.7,39,"Brookefield",300,"Dine-out","Marathahalli"
"Juice Berg","Yes","No",3.8,49,"Brookefield",300,"Dine-out","Marathahalli"
"Bismillah Bawarchi","Yes","No",3.6,43,"Brookefield",300,"Dine-out","Marathahalli"
"Nikhil's Food Court","Yes","No",3.4,15,"Brookefield",300,"Dine-out","Marathahalli"
"Mou Tushi Family Restaurant","No","No",3.7,28,"Brookefield",300,"Dine-out","Marathahalli"
"Udupi Deluxe","No","No",3.8,35,"Kaggadasapura",300,"Dine-out","Marathahalli"
"Sri Udupi Park","No","No",3.4,13,"Brookefield",300,"Dine-out","Marathahalli"
"Midas Touch","No","No",3.2,19,"Brookefield",300,"Dine-out","Marathahalli"
"Kaka Food Corner","Yes","No",3.4,89,"Whitefield",300,"Dine-out","Marathahalli"
"New Ambur Hot Dum Biryani","No","No",3.1,9,"Brookefield",300,"Dine-out","Marathahalli"
"Kanti's","No","No",3.4,28,"Kaggadasapura",300,"Dine-out","Marathahalli"
"Swad Punjabi Dhaba","No","No",3.6,20,"Thippasandra",300,"Dine-out","Marathahalli"
"Momo Mania","Yes","No",3.8,26,"Brookefield",300,"Dine-out","Marathahalli"
"Aaha","Yes","No",3.6,93,"Brookefield",300,"Dine-out","Marathahalli"
"Sri Sai Bhavan","Yes","No",3.6,38,"Brookefield",300,"Dine-out","Marathahalli"
